instanceID	dataIDs	label_set	non_label
83_afternoon_nn	fic_1855_9098.txt-10134-2,fic_1846_7036.txt-2381-16	1,2,3,4	-
47_relationship_nn	news_2004_617168.txt-56-7,mag_1966_490646.txt-59-24	1,2,3,4	-
71_tree_nn	fic_1832_7177.txt-2251-5,fic_1988_10770.txt-4481-5	1,2,3,4	-
513_plane_nn	nf_1836_748113.txt-2425-21,nf_1836_748113.txt-1705-2	1,2,3,4	-
711_bar_nn	fic_1965_10457.txt-1390-16,fic_1993_25016.txt-1330-5	1,2,3,4	-
41_bag_nn	fic_1834_7047.txt-1088-9,mag_2006_385869.txt-220-22	1,2,3,4	-
91_risk_nn	mag_1995_394830.txt-18-14,mag_1992_423656.txt-90-16	1,2,3,4	-
43_donkey_nn	news_2007_637936.txt-36-12,fic_1843_7208.txt-12805-16	1,2,3,4	-
127_chairman_nn	mag_1825_553683.txt-56-25,news_1969_728042.txt-22-3	1,2,3,4	-
201_attack_nn	news_1989_669714.txt-32-21,fic_1838_7086.txt-2732-33	1,2,3,4	-
592_twist_nn	nf_2004_746679.txt-20-11,fic_2009_36961.txt-181-4	1,2,3,4	-
150_land_nn	news_1972_730057.txt-12-1,mag_1860_527181.txt-175-1	1,2,3,4	-
38_edge_nn	fic_2004_28060.txt-219-4,fic_1995_53078.txt-343-9	1,2,3,4	-
10_afternoon_nn	mag_1848_565759.txt-119-14,fic_1997_54614.txt-159-18	1,2,3,4	-
411_grain_nn	mag_1824_553512.txt-160-36,mag_2007_388240.txt-28-6	1,2,3,4	-
154_bag_nn	fic_1827_7261.txt-2548-6,fic_1848_1108.txt-565-11	1,2,3,4	-
52_maxim_nn	fic_1836_7052.txt-1630-1,mag_1826_553699.txt-30-27	1,2,3,4	-
808_stab_nn	fic_1960_4443.txt-1324-13,fic_1833_7240.txt-509-1	1,2,3,4	-
72_multitude_nn	fic_1860_9817.txt-4773-27,nf_1820_756262.txt-2475-41	1,2,3,4	-
715_head_nn	fic_2009_36730.txt-97-4,fic_1853_9040.txt-2752-12	1,2,3,4	-
908_tip_vb	fic_1839_7336.txt-2484-29,mag_2002_385274.txt-105-7	1,2,3,4	-
64_savage_nn	fic_1853_9158.txt-4207-8,fic_1848_7009.txt-2724-19	1,2,3,4	-
12_ball_nn	fic_1852_69.txt-5049-17,nf_1838_747482.txt-1194-43	1,2,3,4	-
425_stab_nn	fic_1842_7289.txt-861-11,mag_1986_432267.txt-85-11	1,2,3,4	-
19_chairman_nn	nf_1842_747583.txt-1570-24,mag_1989_328173.txt-1-1	1,2,3,4	-
65_plane_nn	nf_1836_748113.txt-2089-55,mag_1981_492274.txt-54-14	1,2,3,4	-
435_tip_vb	fic_1975_10598.txt-5631-8,fic_1995_39249.txt-214-11	1,2,3,4	-
579_bar_nn	fic_1837_8325.txt-663-43,mag_1854_555974.txt-331-28	1,2,3,4	-
33_graft_nn	mag_1981_297444.txt-0-3,mag_1977_431931.txt-461-9	1,2,3,4	-
419_lass_nn	news_1974_731687.txt-9-3,fic_1981_10675.txt-2101-6	1,2,3,4	-
76_tree_nn	fic_1991_53459.txt-84-28,mag_1973_431867.txt-184-0	1,2,3,4	-
177_tip_vb	fic_1858_1282.txt-3308-9,fic_2006_28613.txt-8-5	1,2,3,4	-
294_grain_nn	nf_1962_774040.txt-637-13,mag_1972_251389.txt-5-41	1,2,3,4	-
29_bit_nn	fic_1853_9040.txt-3483-43,mag_1845_555339.txt-10-10	1,2,3,4	-
68_stroke_vb	mag_1998_399709.txt-139-5,fic_1996_54493.txt-646-4	1,2,3,4	-
71_chairman_nn	mag_1972_487999.txt-9-17,mag_1968_273118.txt-13-3	1,2,3,4	-
184_land_nn	nf_1852_752548.txt-497-2,nf_1967_774106.txt-667-17	1,2,3,4	-
102_multitude_nn	fic_1962_4761.txt-28-10,nf_1820_756262.txt-2475-41	1,2,3,4	-
690_head_nn	fic_1853_9040.txt-2752-12,fic_1993_1040073.txt-3998-3	1,2,3,4	-
50_tree_nn	fic_1849_7216.txt-4777-12,nf_1858_747890.txt-902-2	1,2,3,4	-
903_part_nn	nf_1969_774314.txt-1448-7,nf_1857_755095.txt-581-3	1,2,3,4	-
473_part_nn	fic_2004_49116.txt-54-7,nf_1857_755095.txt-581-3	1,2,3,4	-
656_twist_nn	fic_1992_13392.txt-2137-10,fic_1845_7162.txt-2071-19	1,2,3,4	-
415_bar_nn	fic_1856_2470.txt-4333-27,fic_1993_25016.txt-1330-5	1,2,3,4	-
63_edge_nn	fic_1825_8713.txt-685-46,nf_1838_747585.txt-1283-14	1,2,3,4	-
56_bit_nn	fic_1982_10690.txt-4985-19,fic_1824_7285.txt-2633-26	1,2,3,4	-
130_include_vb	news_1997_621050.txt-10-4,news_1997_621028.txt-9-3	1,2,3,4	-
63_record_nn	news_1981_670937.txt-48-7,fic_1860_1171.txt-1939-20	1,2,3,4	-
435_lass_nn	fic_1999_30509.txt-368-9,fic_2004_13808.txt-742-11	1,2,3,4	-
304_ball_nn	fic_1961_16150.txt-61-16,fic_1842_555.txt-2985-38	1,2,3,4	-
36_afternoon_nn	nf_1849_749269.txt-547-35,nf_2006_776561.txt-30-8	1,2,3,4	-
112_lane_nn	nf_1840_768793.txt-692-82,fic_1859_9037.txt-623-77	1,2,3,4	-
1092_part_nn	mag_1972_487986.txt-211-13,fic_1843_7208.txt-9767-8	1,2,3,4	-
70_chairman_nn	mag_1842_554993.txt-83-1,fic_1859_9192.txt-5103-20	1,2,3,4	-
171_multitude_nn	mag_1963_441289.txt-309-15,mag_2006_384528.txt-194-24	1,2,3,4	-
140_stroke_vb	fic_1997_54544.txt-108-11,fic_2003_30371.txt-32-1	1,2,3,4	-
107_risk_nn	mag_2005_397462.txt-173-8,nf_1852_771569.txt-508-40	1,2,3,4	-
82_fiction_nn	fic_1835_7063.txt-1363-17,mag_1835_554358.txt-93-7	1,2,3,4	-
18_twist_nn	nf_1837_757476.txt-2572-5,fic_1994_41224.txt-249-6	1,2,3,4	-
360_ball_nn	fic_1858_1282.txt-3605-39,nf_1838_747482.txt-1194-43	1,2,3,4	-
69_savage_nn	fic_1984_10720.txt-10225-21,fic_1828_7070.txt-143-50	1,2,3,4	-
288_face_nn	fic_1854_9826.txt-2819-25,fic_1983_10704.txt-3356-17	1,2,3,4	-
237_circle_vb	news_1964_724389.txt-48-3,fic_1964_10451.txt-458-31	1,2,3,4	-
30_risk_nn	fic_1854_9160.txt-1652-68,mag_1860_527283.txt-197-3	1,2,3,4	-
551_twist_nn	nf_1829_748004.txt-1629-10,fic_1834_7047.txt-1090-58	1,2,3,4	-
294_graft_nn	mag_1999_399117.txt-58-13,fic_1974_13208.txt-891-12	1,2,3,4	-
44_risk_nn	mag_1977_317319.txt-28-25,nf_1996_773465.txt-459-22	1,2,3,4	-
365_head_nn	fic_2002_32359.txt-113-3,mag_2005_379099.txt-13-11	1,2,3,4	-
142_risk_nn	mag_1988_492482.txt-30-10,nf_1989_773862.txt-800-43	1,2,3,4	-
118_player_nn	fic_2001_30165.txt-154-6,news_1995_638651.txt-27-25	1,2,3,4	-
350_prop_nn	mag_1985_490897.txt-83-22,news_2000_627632.txt-352-3	1,2,3,4	-
51_chairman_nn	nf_1843_747797.txt-819-9,fic_1850_7171.txt-2896-10	1,2,3,4	-
138_stab_nn	fic_1969_10510.txt-1184-34,mag_1966_210733.txt-23-34	1,2,3,4	-
95_bag_nn	mag_2001_417008.txt-19-14,mag_1835_554345.txt-434-24	1,2,3,4	-
387_graft_nn	news_1972_730268.txt-73-6,mag_1962_431656.txt-387-2	1,2,3,4	-
118_risk_nn	mag_1961_93561.txt-16-20,nf_1852_771569.txt-508-40	1,2,3,4	-
76_risk_nn	mag_1834_554274.txt-303-2,mag_1992_423656.txt-90-16	1,2,3,4	-
105_bit_nn	nf_1976_774315.txt-296-13,nf_1969_774314.txt-476-11	1,2,3,4	-
149_attack_nn	nf_1829_747740.txt-792-23,fic_1838_7086.txt-2732-33	1,2,3,4	-
110_fiction_nn	news_2001_660076.txt-12-10,mag_1965_488192.txt-74-58	1,2,3,4	-
360_prop_nn	fic_1821_8837.txt-339-72,mag_1994_409550.txt-97-12	1,2,3,4	-
288_lass_nn	fic_1860_8725.txt-8-2,fic_1999_30509.txt-368-9	1,2,3,4	-
162_lass_nn	fic_1832_7177.txt-3501-37,fic_1837_7395.txt-1589-33	1,2,3,4	-
68_lass_nn	fic_2005_50424.txt-0-36,news_2006_623988.txt-62-17	1,2,3,4	-
184_grain_nn	news_1979_734098.txt-31-0,mag_1839_554700.txt-188-4	1,2,3,4	-
71_savage_nn	fic_1980_10659.txt-4800-6,fic_1993_25004.txt-3596-26	1,2,3,4	-
114_plane_nn	mag_1960_245406.txt-2-1,nf_1836_748113.txt-2425-21	1,2,3,4	-
262_face_nn	fic_1969_10510.txt-690-12,news_2004_617201.txt-34-2	1,2,3,4	-
66_bar_nn	mag_1828_553911.txt-101-18,news_1982_668343.txt-120-14	1,2,3,4	-
627_pin_vb	fic_1835_7203.txt-1066-20,mag_1843_565253.txt-54-6	1,2,3,4	-
63_donkey_nn	mag_1852_504502.txt-398-19,nf_1838_747585.txt-3-21	1,2,3,4	-
240_donkey_nn	fic_1994_54030.txt-305-13,mag_1966_211235.txt-8-4	1,2,3,4	-
59_chef_nn	mag_1994_409087.txt-47-2,fic_2007_33461.txt-116-19	1,2,3,4	-
212_rally_nn	news_2005_666434.txt-56-12,news_1970_728515.txt-28-3	1,2,3,4	-
63_include_vb	news_1993_655700.txt-13-14,nf_2002_746523.txt-238-19	1,2,3,4	-
33_savage_nn	nf_1848_765263.txt-920-26,mag_1854_566447.txt-26-26	1,2,3,4	-
335_rag_nn	mag_1979_491636.txt-393-23,mag_1826_553698.txt-262-40	1,2,3,4	-
99_tree_nn	fic_1853_4303.txt-1570-30,nf_1858_747890.txt-1633-3	1,2,3,4	-
77_afternoon_nn	fic_1842_7206.txt-3926-5,fic_1845_7170.txt-9891-50	1,2,3,4	-
227_face_nn	fic_1999_45418.txt-135-41,mag_1834_554263.txt-165-90	1,2,3,4	-
173_ounce_nn	mag_1993_410419.txt-70-8,nf_1995_773497.txt-168-33	1,2,3,4	-
151_face_nn	fic_1970_23872.txt-1041-11,fic_2009_36542.txt-368-9	1,2,3,4	-
41_afternoon_nn	mag_1968_490661.txt-153-13,fic_1988_10770.txt-925-3	1,2,3,4	-
640_twist_nn	fic_1991_53421.txt-313-17,fic_2009_36961.txt-181-4	1,2,3,4	-
300_ball_nn	nf_1856_769051.txt-1887-14,fic_2008_36315.txt-261-17	1,2,3,4	-
59_lass_nn	fic_1993_1040075.txt-3386-3,fic_1998_43328.txt-581-6	1,2,3,4	-
355_head_nn	fic_1851_3336.txt-2406-26,fic_1993_1040073.txt-3998-3	1,2,3,4	-
79_contemplation_nn	fic_1836_7286.txt-3004-14,fic_1987_10755.txt-1745-21	1,2,3,4	-
69_risk_nn	mag_1823_553479.txt-35-10,fic_1823_7246.txt-5269-10	1,2,3,4	-
131_tree_nn	fic_1855_2661.txt-1093-19,nf_1858_747890.txt-902-2	1,2,3,4	-
427_bar_nn	mag_1853_590222.txt-112-20,mag_1854_555974.txt-331-28	1,2,3,4	-
290_head_nn	fic_1851_3300.txt-4113-55,fic_2009_36730.txt-97-4	1,2,3,4	-
100_savage_nn	nf_1993_773800.txt-602-31,fic_2004_31409.txt-130-2	1,2,3,4	-
88_afternoon_nn	fic_1980_780048.txt-1170-3,nf_2006_776561.txt-30-8	1,2,3,4	-
421_word_nn	fic_1978_10643.txt-2494-14,fic_1851_3336.txt-1357-39	1,2,3,4	-
1259_tip_vb	mag_1999_403996.txt-20-0,fic_1835_5605.txt-2415-40	1,2,3,4	-
177_lass_nn	fic_1832_8862.txt-1103-4,fic_1993_1040075.txt-3226-4	1,2,3,4	-
109_face_nn	fic_1984_780041.txt-3431-1,fic_1996_54394.txt-2232-9	1,2,3,4	-
6_face_nn	fic_1860_1171.txt-873-41,mag_1834_554263.txt-165-90	1,2,3,4	-
372_grain_nn	mag_1852_526392.txt-250-47,fic_1971_10541.txt-3363-5	1,2,3,4	-
316_chef_nn	news_1992_619168.txt-32-23,news_1995_631301.txt-29-11	1,2,3,4	-
335_attack_nn	fic_1853_2486.txt-330-33,fic_1968_781997.txt-4233-2	1,2,3,4	-
282_circle_vb	fic_1854_70.txt-1558-3,fic_1848_7992.txt-315-50	1,2,3,4	-
128_edge_nn	fic_1856_3447.txt-6732-16,mag_1979_480129.txt-32-13	1,2,3,4	-
264_chef_nn	news_2007_637870.txt-20-6,nf_1977_774125.txt-1398-15	1,2,3,4	-
426_tip_vb	mag_1837_554498.txt-233-5,fic_2006_28613.txt-8-5	1,2,3,4	-
26_bag_nn	fic_1980_780048.txt-2137-4,fic_1832_7176.txt-3143-9	1,2,3,4	-
6_land_nn	fic_1984_10725.txt-353-6,nf_1995_777121.txt-337-16	1,2,3,4	-
19_quilt_nn	fic_1853_9040.txt-354-4,fic_1858_1282.txt-1571-6	1,2,3,4	-
1051_tip_vb	mag_2006_385851.txt-108-2,fic_1846_7036.txt-2226-29	1,2,3,4	-
24_maxim_nn	news_1961_721978.txt-58-8,mag_1849_525201.txt-349-29	1,2,3,4	-
45_stroke_vb	fic_1856_5515.txt-378-1,fic_1853_9805.txt-1013-11	1,2,3,4	-
290_bit_nn	fic_1835_7328.txt-1895-71,fic_1964_10453.txt-834-4	1,2,3,4	-
229_face_nn	fic_1856_2880.txt-3663-16,mag_1834_554263.txt-165-90	1,2,3,4	-
152_stab_nn	fic_1996_54331.txt-52-9,fic_1989_780082.txt-1559-10	1,2,3,4	-
83_fiction_nn	mag_1858_526797.txt-353-20,nf_2008_774916.txt-59-21	1,2,3,4	-
98_maxim_nn	mag_1994_425728.txt-57-9,mag_1838_586189.txt-339-10	1,2,3,4	-
513_twist_nn	fic_1983_10704.txt-7238-22,fic_1845_7162.txt-2071-19	1,2,3,4	-
77_relationship_nn	nf_1960_774194.txt-2266-18,mag_1995_396716.txt-10-3	1,2,3,4	-
359_head_nn	fic_1845_7162.txt-61-25,fic_1993_1040073.txt-3998-3	1,2,3,4	-
968_tip_vb	fic_1993_1040058.txt-31-15,fic_1849_8065.txt-361-27	1,2,3,4	-
36_stroke_vb	fic_1855_8110.txt-557-17,fic_1822_7275.txt-1325-5	1,2,3,4	-
81_chairman_nn	mag_1973_280382.txt-1-8,mag_1842_586820.txt-11-20	1,2,3,4	-
203_circle_vb	fic_1860_9791.txt-2402-46,nf_1849_749269.txt-626-4	1,2,3,4	-
428_twist_nn	fic_1966_10473.txt-2976-10,fic_2009_36961.txt-181-4	1,2,3,4	-
89_quilt_nn	fic_1859_9037.txt-382-4,fic_1988_16142.txt-474-6	1,2,3,4	-
422_ball_nn	nf_1855_750257.txt-1221-22,fic_1842_555.txt-2985-38	1,2,3,4	-
571_bar_nn	fic_1970_782002.txt-1125-14,mag_1821_553342.txt-352-17	1,2,3,4	-
165_head_nn	fic_1832_7176.txt-2955-181,mag_1972_251489.txt-0-4	1,2,3,4	-
70_thump_nn	fic_1854_3384.txt-44-23,fic_1850_7171.txt-7180-2	1,2,3,4	-
598_bar_nn	nf_1834_747938.txt-891-26,mag_1854_555974.txt-331-28	1,2,3,4	-
355_graft_nn	mag_2006_397914.txt-84-26,fic_1974_13208.txt-891-12	1,2,3,4	-
560_rally_nn	mag_1846_555403.txt-390-1,nf_1844_749098.txt-2203-7	1,2,3,4	-
37_include_vb	news_1995_638662.txt-57-4,mag_1850_525729.txt-74-7	1,2,3,4	-
117_plane_nn	mag_1965_209635.txt-1-20,nf_1836_748113.txt-1787-11	1,2,3,4	-
353_stab_nn	fic_1835_7327.txt-2564-6,fic_1986_10741.txt-4153-6	1,2,3,4	-
421_bar_nn	fic_1998_31990.txt-71-5,fic_2000_52518.txt-317-5	1,2,3,4	-
85_lass_nn	fic_1824_7211.txt-1090-18,news_2006_623988.txt-62-17	1,2,3,4	-
663_bar_nn	mag_1819_553205.txt-172-13,fic_2002_47139.txt-175-11	1,2,3,4	-
213_ball_nn	mag_1859_506412.txt-59-8,fic_2008_36315.txt-261-17	1,2,3,4	-
1070_tip_vb	fic_1853_9040.txt-1508-3,fic_1859_270.txt-401-88	1,2,3,4	-
24_donkey_nn	fic_1984_10723.txt-1931-32,fic_1860_616.txt-3124-92	1,2,3,4	-
33_chairman_nn	mag_1960_204760.txt-19-7,news_2000_633263.txt-34-4	1,2,3,4	-
150_player_nn	nf_1834_747621.txt-176-55,fic_1859_9192.txt-12566-11	1,2,3,4	-
230_thump_nn	fic_1845_7170.txt-7510-7,fic_1851_3300.txt-3435-47	1,2,3,4	-
167_lane_nn	nf_1997_776921.txt-53-3,fic_2002_32197.txt-498-8	1,2,3,4	-
28_risk_nn	fic_1839_7336.txt-2130-30,fic_1993_25009.txt-2539-8	1,2,3,4	-
74_savage_nn	fic_1820_7562.txt-1656-3,nf_1973_773448.txt-543-16	1,2,3,4	-
309_graft_nn	nf_1858_747890.txt-613-19,nf_1850_747863.txt-878-32	1,2,3,4	-
360_ounce_nn	mag_1993_408277.txt-77-13,fic_1996_42182.txt-585-10	1,2,3,4	-
265_maxim_nn	mag_1850_565905.txt-123-49,nf_1832_747409.txt-255-24	1,2,3,4	-
69_lass_nn	fic_1995_39386.txt-190-9,news_2006_623988.txt-62-17	1,2,3,4	-
249_pick_vb	fic_1843_7208.txt-9542-27,fic_1855_9053.txt-251-7	1,2,3,4	-
535_bar_nn	fic_1853_9158.txt-3216-38,fic_1999_45403.txt-19-31	1,2,3,4	-
139_lane_nn	fic_1856_2470.txt-2926-28,fic_1968_10501.txt-2966-1	1,2,3,4	-
53_lass_nn	fic_1854_7839.txt-1700-3,news_2006_623988.txt-62-17	1,2,3,4	-
88_stroke_vb	fic_1961_781982.txt-8740-11,fic_1819_8618.txt-457-20	1,2,3,4	-
130_multitude_nn	mag_1845_565441.txt-687-10,mag_1970_479117.txt-164-8	1,2,3,4	-
284_rally_nn	mag_1968_272817.txt-13-17,fic_1967_23841.txt-290-13	1,2,3,4	-
127_face_nn	mag_1834_564610.txt-140-32,nf_2004_775790.txt-28-16	1,2,3,4	-
337_graft_nn	nf_1845_747928.txt-431-22,nf_1850_747863.txt-878-32	1,2,3,4	-
257_rag_nn	fic_2001_55820.txt-71-4,fic_1991_53493.txt-523-18	1,2,3,4	-
182_plane_nn	news_1975_732012.txt-30-15,nf_1836_748113.txt-2425-21	1,2,3,4	-
345_ball_nn	fic_1835_7272.txt-979-1,nf_1838_747482.txt-1194-43	1,2,3,4	-
1378_tip_vb	mag_1858_506205.txt-54-39,mag_2002_385274.txt-105-7	1,2,3,4	-
475_bar_nn	mag_1827_553785.txt-135-6,mag_1854_555974.txt-331-28	1,2,3,4	-
106_stroke_vb	fic_1853_9805.txt-745-4,fic_1828_8204.txt-680-10	1,2,3,4	-
59_bag_nn	fic_1852_2364.txt-2320-13,fic_1853_9040.txt-132-11	1,2,3,4	-
120_land_nn	mag_1961_491959.txt-98-3,fic_1966_10481.txt-1732-17	1,2,3,4	-
132_savage_nn	nf_1836_749613.txt-2813-70,nf_1972_774123.txt-308-4	1,2,3,4	-
228_circle_vb	nf_1849_749269.txt-2375-3,fic_1967_781996.txt-4609-2	1,2,3,4	-
86_edge_nn	fic_2005_26969.txt-33-5,nf_1854_750818.txt-2813-25	1,2,3,4	-
320_bit_nn	fic_1966_10469.txt-2680-20,fic_1848_7193.txt-9902-12	1,2,3,4	-
131_chef_nn	mag_2004_410917.txt-95-12,nf_1977_774125.txt-1297-15	1,2,3,4	-
